id,name,specialty,bio,card_image_url,card_video_url,created_at,updated_at,teacher_quote,profile_hero_image,profile_portrait_image,profile_footer_image,is_featured
9356344d-8587-4d85-8c23-d2d32304bc90,Jacklyn Carlson,Breathwork Coach,"A Mama of two, dedicated Motherhood & Parent Coach and Breathwork Instructor. My passion lies in connecting and guiding them through the transformative journey of motherhood. I’m a catalyst for change, ready to support you on the path to self-discovery, providing spaces where women can reconnect with themselves, their bodies and their children. I offer services encompassing 1:1 coaching, online parenting courses, group programs, breathwork events, community workshops, Circle of Security programs and more.",https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/jaclyn-t-1.jpg,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/Jaclyn.mp4,2025-03-10 00:14:48.626696+00,2025-03-10 00:14:48.626696+00,"Support for mums, made simple",https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Jaclyn-hero.jpg,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Jaclyn-profile.jpg,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Jaclyn-footer.jpg,true
94891cbd-0673-447a-ae89-ac49edf381f6,Jennifer Ward,Women’s Health • Hormone Naturopath,"Understanding just how powerful the female body is has given me an even greater respect for women going through their own journey to motherhood and a burning desire to make their experience as positive as possible.

My journey into naturally caring for the woman has led me to completing a Masters in Reproductive Medicine which is helping me bridge the gap between the medical world and allied care. 

Over the last 10 years I have helped 1000’s of woman on their journey to balanced hormones and motherhood.",https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket//Jennifer.jpg,,2025-03-11 11:54:27.531913+00,2025-03-11 11:54:27.531913+00,"I help women make sense of and improve their hormones before, during and after pregnancy",https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Jennifer-hero.jpg,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Jennifer-profile.jpg,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Jennifer-footer.jpg,true
b379aa84-a4c8-490d-95b9-3b01e154ba79,Emma Berry,Women's Health Osteopath,"As a mama-to-be and women’s health osteopath, Emma has a strong focus on pelvic pain, pregnancy, postpartum and pelvic floor health.  Emma strives to provide holistic, nurturing and individualised health care to women of all life stages. Her goal is to empower women to respect and better understand their bodies.

Her personal experience with endometriosis, infertility and chronic pain fuels her interest in this field, understanding first-hand the profound impact these conditions can have on someone's life. 

She cherishes the opportunity to support women through their fertility, pregnancy, or postpartum journey. Her areas of interest include pregnancy, birth preparation, postpartum care, endometriosis management, pelvic floor dysfunction, caesarean & perineal scar tissue release, nervous system support, and chronic pelvic pain. Emma has pursued advanced studies with leading Australian osteopaths in women’s pelvic health and pelvic floor rehabilitation, ensuring comprehensive care for her patients throughout menstruation, motherhood and menopause.",https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/emma_berry.jpg,,2025-03-13 13:11:32.106053+00,2025-03-13 13:11:32.106053+00,"Providing education and holistic, nurturing & individualized healthcare to people throughout all stages of life",https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Emma-hero.jpg,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Emma-profile.jpg,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Emma-footer.jpg,true
c7bb75bf-915f-403e-9e88-521937cd57cb,Samantha Flook,Psychotherapist • Mindfulness • Clinical Hypnotherapist,"My sessions focus on a practical approach to therapy. Helping you understand yourself and address issues by identifying and altering patterns in your behaviour, through strategic tools & techniques. I focus on teaching you “how” to manage experiences rather than avoiding them, guiding you to move from your current state to your desired state. This includes learning “how to”:

- Express your needs and feelings
- Turn avoidance into action
- Reconnect with your body and make beneficial decisions for your health & wellbeing
- Build boundaries in relationships

Using mindfulness, strategic psychotherapy, clinical hypnotherapy, and cognitive coaching tools, I aim to empower you to make and sustain positive changes, fostering self-confidence, independence, and effectiveness in all areas of your life.",https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Samantha.jpg,,2025-03-11 13:44:53.078402+00,2025-03-11 13:44:53.078402+00,"Teaching you to regulate your emotions, turn self doubt into self confidence & create behaviours that serve you.",https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Samantha-hero.jpg,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/samantha-profile.jpg,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Samantha-footer.jpg,true
c8792748-d6ee-43ec-8328-2a348930c221,Erin Brooks,Pilates,"Hi, I'm Erin Brooks, a Pilates teacher based in Manly, Australia. I love putting a fresh spin on classic Pilates moves to make your workout dynamic, challenging and fun. While I keep things interesting, I always maintain a strong focus on proper form to help you get the most out of each movement. My carefully planned classes guarantee you'll leave feeling worked out and energized. Whether you're new to Pilates or a seasoned pro, I'd love to help you strengthen your body and discover what it can do!",,,2025-03-11 12:33:59.055399+00,2025-03-11 12:33:59.055399+00,PILATES INSTRUCTOR & CO-FOUNDER,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Erin-hero.jpg,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Erin-profile.jpg,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Erin-footer.jpg,false
ccd52ea6-2c6e-49a8-bd3d-76c408a8cfc2,Sally Jane Douglas,Women's Empowerment Mentor,"Sally Jane Douglas is a passionate women's life mastery mentor supporting women to feel deeply, live fearlessly, and love wholeheartedly.

With 17 years of experience in women's empowerment and development, Sally is devoted to supporting women to overcome self-doubt and self-abandonment so they can beam with confidence and trust themselves and their decisions impeccably. Her sweet-spot is guiding women to attune with themselves and intuition to embody self-belief and emotional resilience.

Through private mentoring and Uniquely YOU Academy, Sally compassionately guides women to connect with and live aligned to their authentic truth.",https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket//sallt-j.jpg,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket//Sally%20Jane.mp4,2025-03-11 12:14:24.681399+00,2025-03-11 12:14:24.681399+00,feel deeply • live fearlessly • love wholeheartedly,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Sally_Jane_D-hero.jpg,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Sally_Jane_D-profile.jpg,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Sally_Jane_D-footer.jpg,true
d06c4332-9f66-4436-97d2-51e2ff450e73,Jenna McDonald,Accupuncturist • Fertility Expert,"Jenna McDonald is a leading fertility acupuncturist and the founder of The Fertility Suite in Manly. With a Master’s degree in Reproductive Medicine, she specializes in supporting individuals and couples through natural conception, IVF, and egg freezing preparation. Jenna is passionate about evidence-based care and helping people optimize their reproductive health.

With years of clinical experience, she understands the importance of preparing both eggs and sperm for the best possible outcomes. Her holistic approach combines acupuncture, nutrition, and lifestyle strategies to support those navigating their fertility journey.

Jenna regularly collaborates with fertility specialists and IVF clinics, including Monash IVF, to provide integrative care. She is dedicated to educating both patients and practitioners on the crucial role of preparation in egg freezing and reproductive health",https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket//jenna-mc.jpg,,2025-03-11 13:17:24.846234+00,2025-03-11 13:17:24.846234+00,"I am equipped with the knowledge, scientific research and the true motivation to help you maximise your fertility.",https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Jenna-mc-hero.jpg,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Jenna-mc-profile.jpg,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Jenna-mc-footer.jpg,true
d373e04f-c0c8-4ab8-8896-8769d3d10989,Jordanna Levin,Astrologer,"Hi, I’m Jordanna Levin and I wrote a few books you might dig, host a handful of successful podcast shows, and consider myself a keeping-it-real astrologer #toottoot (that’s me tooting my own horn).

If you’d like to judge me by my star sign, I’m a double gemini with a virgo moon (I know, it’s a lot!), but please don’t put me in a box and label me ‘woo woo’ (or two-faced, I know what they say about Geminis).

My background is journalism which means I’ve got a talent for taking topics that are deemed too ‘big’, too ‘spiritual’ or too ’dry’ and flipping them on their head, making them relatable, witty and often a lil bit sexy (can’t help it, natural talent). I believe ah-ha moments are contagious and that self-awareness is your greatest superpower.

I currently write and record from the sunny coastal town of Byron Bay.",https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/jordanna.jpg,,2025-03-13 13:01:53.3872+00,2025-03-13 13:01:53.3872+00,Astrologer & Writer,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Jordanna-hero.jpg,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Jordanna-profile.jpg,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Miranda-footer.jpg,true
d59f3e12-fe79-4169-9d27-a05f0377bb86,Amelia Hetherington,Clinical Naturopath • EFT Tapping Practitioner,"Amelia is a Clinical Naturopath with a Bachelor in Health Science (Naturopathy), with extra training in Live Blood Analysis and Emotional Freedom Technique (EFT Tapping).
Amelia has a true passion for supporting her clients and their families through periods of ill-health. Amelia aims to facilitate clients to tune into their highest frequency and return home to their better selves.
Her passion is to help each patient feel empowered, conscious and balanced, all while providing gentle and professional treatment every step of the way.

Amelia integrates science into her practise with the use of both functional testing methods (DUTCH hormone panel, Complete Digestive Stool Analysis, Adrenocortex Stress Profile, Heavy Metal Testing) and the study of pathology (blood pathology) to find the root cause of illnesses and address them.
With this knowledge, Amelia aims to encourage wellness and the natural mechanisms of the body in a process of healing with the use of nutraceutical supplements, herbal tinctures and dietary/lifestyle changes based on testing results. Amelia has a strong passion for gastrointestinal health, mental health and female reproductive conditions.
Amelia is truly driven by her patient's success and enjoys curated individualised plans and workshops to share the joy and radiance with all.",https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/amelia-t.jpg,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket//Amelia%20Botanica.mp4,2025-03-09 23:48:20.668417+00,2025-03-09 23:48:20.668417+00,"Supporting you to walk in alignment with your best self, synergistically with nature.",https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Amelia-hero.jpg,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Amelia-profile.jpg,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Amelia-footer.jpg,true
d6367e6e-c7f5-4c3a-9980-b97187895912,Caterina Boutagy,Yoga • Pilates,"Caterina is a yoga teacher, pilates instructor, retreat facilitator, and Ayurvedic wellness coach. She is deeply in love with the complex and rich teachings of yoga, classical tantra, and Ayurveda and considers it a great privilege to practice and share these traditions.

With over 1,000 hours of training and 10 years of teaching under her belt, Cat loves creating badass and creative sequences shared with her whole heart. Based in the hinterland of Byron where she grew up, Cat devotes most of her spare time to her garden, dancing around her living room to deep bassy tunes, and lounging on the beach.",https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/caterina-t.jpg,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/Caterina.mp4,2025-03-09 23:49:36.983558+00,2025-03-09 23:49:36.983558+00,"""The Western idea of practice is to acquire a skill. The Eastern idea of practice on the other hand, is to create the person, or rather, to reveal the complete person who is already there."" - Stephen Nachmanovitch",https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Caterina-hero.jpg,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Caterina-profile.jpg,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Caterina-footer.jpg,false
dac745bc-1847-403e-b911-89e75d83fe31,Eliza Giles,Yoga Nidra,"Spending over half her life immersed in these ancient technologies and teachings Eliza is an eternal student and practitioner who thrives in the expression and celebration of life and these sacred pathways of Truth.

A practitioner of the yogic technologies for the last 20 years she has traveled across the globe to study the yogic systems with modern and traditional masters of many linages and teachings. She has been sharing these teachings internationally as a facilitator for the last 13 years.

She has trained with meditation masters, tantric leaders, Sanskrit scholars yoga masters and leading teachers across the continents, holding influences from her teachers Yoga Rupa Rod Stryker, Dr Lorin Roache, Sally Kempton, Tiffany Cruikshank, Jo Phee and more.",https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/Eliza-Dr.jpg,,2025-03-09 23:50:16.758735+00,2025-03-09 23:50:16.758735+00,Weaving Ancient Traditions into Modern Transformation,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Eliza-hero.jpg,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Eliza-profile.jpg,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/the_fold%20bucket/teachers%20page%20assets/Eliza-footer.jpg,true
