id,title,description,duration,price,teacher_id,cover_image_url,created_at,updated_at,vimeo_url,focus,equipment,card_bg_video,seo_title,seo_meta_description,is_featured,is_free
0849955f-25d2-4c8b-817a-24a5803b3d11,"Post Flat White, We Flow","Hopefully, you are caffeinated and you are ready to flow. This sequence is designed to activate your side body, to awaken your legs and core.",60,,635a6b74-a5e3-4c10-a801-e46083dc4dbf,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/Post-Flat-White-We-Flow.jpg,2025-03-13 13:15:20.711916+00,2025-03-13 13:15:20.711916+00,https://player.vimeo.com/video/401631902,"strength, balance, focus",,,"Post flat white, we Flow | The Fold Online","Women, get caffeinated and ready to flow with Post flat white, we Flow by The Fold Online. Activate your side body, awaken your legs, and core in this energizing sequence.",true,false
09e80831-a710-4fa0-ac93-b96526092c32,Women's Foundational Wellness Masterclass,"Join Alice and Elle for this webinar exploring Women's wellness; rather than focusing on the big, expensive health overhauls, think of this as exploring the knowledge we should have been armed with as young women. Women's Foundational Wellness focuses on gentle practices that we can implement daily that create the foundation for how we feel as women.  
When we talk about foundational wellness, we are building daily practices that allow us to feel truly healthy and well. 
Elle Brown is a Women's wellness nutritionist with over 10 years of experience, specialising in female fatigue, hormone health, emotional health and eating behaviours, and passionate about emotional well-being.
Enjoy!",60,,54d1b816-e109-4c42-ae34-3e55b84a4168,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/Elle-cover.jpg,2025-03-13 13:15:26.832991+00,2025-03-13 13:15:26.832991+00,https://player.vimeo.com/video/807794276,"Wellness Knowledge, Emotional Well-being, Women's Health",,,Women's Foundational Wellness Masterclass - The Fold Online,"Join Alice and Elle for this webinar exploring Women's wellness; rather than focusing on the big, expensive health overhauls...",false,true
09fcbf20-3acd-4a65-985b-0587a6a598bf,Myofascial Release For Your Low Back,"Low back pain is such a common feeling for many of us, so this class is designed to help relieve any tension in this area. By using myofascial balls, our aim is to bring more hydration and new sensations to this area. This class is best done once a week to see lasting changes.",20,,61b08141-e2cc-4c85-9fae-f675dc9704fd,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/MRF-Low-Back-cover-2.jpg,2025-03-13 13:15:26.999288+00,2025-03-13 13:15:26.999288+00,https://player.vimeo.com/video/791152192,"Lower Back, Myofascial Release",,,Myofascial Release For Your Low Back - The Fold Online,"Relieve low back tension with Myofascial Release on The Fold Online. Use myofascial balls to hydrate and rejuvenate, aiming for lasting relief.",false,false
0b8f3335-fa4c-48e5-8986-2369e8166a15,Full Body Massage,"A short class, easy to squeeze into your morning routine or after a long day. A movement practice that feels like a full body massage so you feel rejuvenated & nourished. Calming the body to eventually calm the mind.",30,,fe15a6d2-1dba-4f4b-a603-b1f5cf7aed4d,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/09-body-massage-cover.jpg,2025-03-13 13:15:27.402206+00,2025-03-13 13:15:27.402206+00,https://player.vimeo.com/video/805680940,"Full body release, Unwinding",,,Slow Flow Yoga Class ~ Full Body Massage By Vee,"A short class, easy to squeeze into your morning routine or after a long day. A movement practice that feels like a full body massage so...",false,false
0e316ac9-706a-43c5-adc4-9bca8bf6f985,Pre Conception Care,"Join Elle Brown, a beacon of wisdom in women's health and clinical nutrition, as she delves into the crucial topic of preconception care and postpartum nourishment. In this informative talk, Elle emphasises the importance of both partners' health in the journey to parenthood, highlighting key areas such as nutrient testing, prenatal supplementation, and environmental considerations.<br/><br/>
She offers practical advice on assessing your health status, choosing quality prenatal vitamins, and reducing exposure to harmful chemicals in your daily life. Elle also stresses the significance of emotional preparation and partner communication during this transformative period. Whether you're planning to conceive soon or thinking about starting a family in the future, this talk provides valuable insights to optimise your health and set the stage for a smoother pregnancy and postpartum experience.
",20,,54d1b816-e109-4c42-ae34-3e55b84a4168,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/Pre-conception-care-COVER.jpg,2025-03-13 13:15:32.61533+00,2025-03-13 13:15:32.61533+00,https://player.vimeo.com/video/1005333025,"Nutrition, Health, Suplements",,,,"Expert Elle Brown discusses preconception care for couples, covering nutrient testing, supplements, and environmental factors. Essential for future parents.",false,false
0e370e14-2da3-4bf9-8784-552a22d85d25,Prenatal ~ Pelvic Floor Warm Up,"The pelvic floor is a group of muscles, ligaments, and connective tissues that form a supportive sling at the base of the pelvis. Get to know their crucial role in pregnancy, preparation for childbirth, and postpartum recovery. 
<br/><br/>
You can use this tutorial before any other class or exercise to switch these muscles on and engage your breath in a safe and functional way.",30,,70606142-c19b-44e7-9ef9-aadbf0e04351,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/prenatal_pelvic_floor_warm_up-COVER.jpg,2025-03-13 13:15:29.393475+00,2025-03-13 13:15:29.393475+00,https://player.vimeo.com/video/851878953,"Warm-Up, Pelvic Floor, Breath",,,Prenatal Pelvic Floor Warm Up by Alex Farner | The Fold Online,Explore the crucial role of the pelvic floor in pregnancy and postpartum recovery with this warm-up tutorial. Engage these muscles safely before any exercise or class.,false,false
0ef3f076-4c21-4e6f-b773-91774397c20f,Postnatal ~ Breathing & Posture,This class focusses on the key element to the postnatal journey - to reconnect to our breath. <br/>We're going to explore breathing techniques to connect back to the body and also connect back to the core and pelvic floor muscles. We'll also look at postures with some movements and exercises to help release tension.,20,,e47f3da7-00fe-47eb-ac53-3245adb5963f,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/postnatal_breathing__posture-COVER.jpg,2025-03-13 13:15:31.798082+00,2025-03-13 13:15:31.798082+00,https://player.vimeo.com/video/932557515,"Flow, Breath, Release",,,,This pilates class focusses on the key element to the postnatal journey - to reconnect to our breath. 20 minutes pilates class.,false,false
0f7ebb22-cd9e-4d34-9442-680735abaf9d,Ignite Your Inner Fire,A quickie but a goodie! A strong flow to build strength and heat in the body. <br /><br />We will build fire in the belly beginning with core work to bring awareness to the midline. A playful and informative practice to discover how the core plays an integral role in our practice. <br /><br />Expect plank variations and a cheeky navasana or two along the way! No props needed.,30,,fc716140-f312-4b2c-ab4b-5e12ccae8772,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/ignite_your_innner_fire-COVER.jpg,2025-03-13 13:15:28.829761+00,2025-03-13 13:15:28.829761+00,https://player.vimeo.com/video/826315311,"Flow, Strength, Core",,https://thefold.s3.ap-southeast-2.amazonaws.com/Ignite-Your-Innner-Fire-Amy.mp4,Ignite Your Inner Fire by Amy Baxter - Thefold Online,Strong yoga class by Amy Baxter. Flow to build strength and heat in the body. Build fire in the belly beginning with core work and awareness.,false,false
0ffa3025-7626-43f6-90f1-77774bd33e50,Maha Bandha Breathe & Flow,"The fourth and final practice of Amy's four-part Bandha series.<br/>
Maha Bandha is the work of all three bandhas, Mula Bandha, Uddiyana Bandha and Jalandhara Bandha. This will be a well-rounded practice to awaken the body and bring focus and attention toward the breath. 
<br/><br/>
If you're pregnant this practice won't be for you.",30,,fc716140-f312-4b2c-ab4b-5e12ccae8772,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/maha_bandha-COVER.jpg,2025-03-13 13:15:33.111585+00,2025-03-13 13:15:33.111585+00,https://player.vimeo.com/video/1021376128,"Flow, Full Body, Bandha",,,,"Master Maha Bandha in Amy's final 30-min yoga series. Combine 3 locks, awaken your body, and deepen breath focus. Not for pregnancy.",false,false
10210a11-26c2-41ea-aaa3-5bfe9847b437,Yin For The Dog Lovers,"NB: Frankie makes quite a few cameos in this class… sorry. A Yin practise focusing on the Kidney and Urinary bladder meridian line.
Releasing fear from the pockets of hold in the physical, with poses that stimulate the inner and back of legs and back line of the body.",40,,635a6b74-a5e3-4c10-a801-e46083dc4dbf,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/Yin-for-the-dog-lovers.jpg,2025-03-13 13:15:22.271257+00,2025-03-13 13:15:22.271257+00,https://player.vimeo.com/video/422116165,"Back line, Leg line, Releases fear",,,Yin For The Dog Lovers | The Fold Online,"Yin For The Dog Lovers by The Fold Online. Women, focus on Kidney and Urinary Bladder meridian lines. Release fear with poses for inner and back legs, and back line. Enjoy Frankie's cameos!",false,false
12884be8-a6e0-4c59-8091-8a677d09ea3e,"Don't Worry, Be Yin","Leaning into the Spleen and Stomach meridian line releasing worry and self doubt.We settle into this Yin practise with poses that stress the inner lines of the legs, abdominals and chest.",40,,635a6b74-a5e3-4c10-a801-e46083dc4dbf,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/Dont-worry-be-Yin.jpg,2025-03-13 13:15:22.435112+00,2025-03-13 13:15:22.435112+00,https://player.vimeo.com/video/424944194,"Opening, Spleen meridian, Receptive",,,"Don't Worry, Be Yin for Women | Thefold Online","Women, find peace in Don't Worry, Be Yin by Thefold Online. Embrace the Spleen and Stomach meridian line, releasing worry and self-doubt with Yin poses.",false,false
134b279c-3219-482b-8e0d-ee878918ac6e,Warmth For Women,"Join me in this video class as we delve into the significance of warmth for women's hormonal health.
<br /><br />
We often associate wellness and nutrition with raw foods, juicing, and cold meals. However, I'm excited to introduce you to Eastern wisdom and practices such as Ayurvedic and Chinese medicine, which prioritise warmth as a means to nourish oneself. 
<br /><br />
Throughout this class, we will explore the role of warmth in maintaining hormonal health and how you can incorporate these ancient practices into your daily routine. Let's dive in!",10,,54d1b816-e109-4c42-ae34-3e55b84a4168,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/02-Warmth-for-women-Cover.jpg,2025-03-13 13:15:28.473369+00,2025-03-13 13:15:28.473369+00,https://player.vimeo.com/video/826631940,"Hormonal Health, Nutrition",,,Warmth For Women - The Fold Online,Discover the transformative power of warmth in women's hormonal health with Eastern practices. Elevate your well-being with Ayurvedic and Chinese wisdom.,false,false
13fc14c4-1ce2-4628-be95-7c529e1b3dd1,Breathwork Reset For Mothers,"Experience a soothing 15-minute guided breathwork meditation designed specifically for mothers.<br/>This daily practice integrates various breathwork techniques, gently building on the next and encouraging a gentle release of tension. It's perfect for resetting on challenging days, shifting big emotions, and bringing you back to a place of self-compassion and calm.<br/>Use this meditation as a quick escape in your daily or weekly routine to rebalance and reconnect amidst the roller coaster of parenthood. Whether you need to reset your nervous system or simply offer yourself some compassion and forgiveness, this gentle breathwork session is here to support you.",10,,9356344d-8587-4d85-8c23-d2d32304bc90,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/Breathwork-Reset-For-Mothers-COVER.jpg,2025-03-13 13:15:32.492794+00,2025-03-13 13:15:32.492794+00,https://player.vimeo.com/video/1005117032,"Tension Relese, Breathwork",,,,"15-minute guided breathwork meditation designed specifically for mothers. Reset on challenging days, shift big emotions, and bringing you back to a place of calm.",false,false
1451d7c7-89c9-48d3-b2ab-a92cfd5cdfa5,Inner Winter Meditation,"Our Inner Winter is a time to nurture rest, the phase of our cycle where we need to relax and settle into comfort. A time to ultimately allow our intuition to move through us, reflecting and beginning to ruminate on our intentions for the coming month If you are meeting a point where you are also seeking that solitude and introspection, and are willing to shed and let go, I would suggest this meditation.",30,,f342e030-834b-4ce1-9fd2-965547635584,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/katie.jpg,2025-03-13 13:15:24.977479+00,2025-03-13 13:15:24.977479+00,https://player.vimeo.com/video/540554576,,,,25 Min Online Meditation For Your Cycle - Inner Winter by Kate Joy,"25 Min Online Meditation For Your Cycle: Inner Winter by Kate JoyMeta Description: Women's Inner Winter Meditation: Nurture rest and settle into comfort. Reflect, shed, and let your intuition guide you with Kate Joy's 25-minute online meditation.",false,false
15df4318-302d-4a4e-bf6e-f144a7d68ff0,Restorative for Calm & Ease,"It doesn't take long to really change your state or frequency. In 30 minutes, we hope to create an experience where you can really relax and find more calm and ease in your body. 
Please have 2 blocks, a strap, a blanket and a bolster for this practice.",30,,61b08141-e2cc-4c85-9fae-f675dc9704fd,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/Restorative-for-Calm-Ease-cover.jpg,2025-03-13 13:15:27.361048+00,2025-03-13 13:15:27.361048+00,https://player.vimeo.com/video/805036469,"Calming Your Body, Grounding & Relaxation",,,Restorative for Calm & Ease - By Steph Wall,Change your state or frequency. We hope to create an experience where you can really relax and find more calm and ease in your body.,false,false
163a102b-e87d-4837-9e53-a96b79e9a611,Antidote For The Midday Slump,Filter the stagnant and stale energy out of the body and circulate fresh blood. Twists through the thoracic spine create space and forward folds clear the mind and focus your attention. Let this sequence be a midday reset.,20,,635a6b74-a5e3-4c10-a801-e46083dc4dbf,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/Antidote-for-the-midday-slump.jpg,2025-03-13 13:15:21.109887+00,2025-03-13 13:15:21.109887+00,https://player.vimeo.com/video/404556099,"Twists, Refresh",,,20 min Yoga Class - Antidote For The Midday Slump,"Women, experience Antidote For The Midday Slump by Thefold Online. Filter stagnant energy, twist through the spine, and clear the mind with forward folds for a midday reset.",false,false
165eff35-9d1a-4de4-93e6-a377a7f20eb4,Prenatal ~ Pelvic Floor Flow,"Explore pelvic floor sensations in your body and get familiar with your range of strength and softening. 
<br/>Sync breath and movement to establish a strong pelvic foundation for functional day-to-day movement.",30,,70606142-c19b-44e7-9ef9-aadbf0e04351,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/pelvic_floor_awareness-COVER.jpg,2025-03-13 13:15:29.846887+00,2025-03-13 13:15:29.846887+00,https://player.vimeo.com/video/861600990,"Pelvic Floor, Strength & Softening",,,Prenatal ~ Pelvic Floor Flow - The Fold Online,Prenatal with Alex Farner. Explore pelvic floor sensations in your body and get familiar with your range of strength and softening.,false,false
1742bc91-68ca-4f51-b011-889d93ab98ad,A Flow For The Ages,"Everything you want and need all wrapped up into one Vinyasa flow.Drop out of your head and be present to your body, the subtle shifts as the bones creak and the muscles groan to life, cheeky little crow and side crow opportunities included.50 minutes so that you can take a 10 minute sweet savasana at the end ( because that’s what all dream classes include).",60,,635a6b74-a5e3-4c10-a801-e46083dc4dbf,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/A-Flow-For-The-Ages.jpg,2025-03-13 13:15:22.845473+00,2025-03-13 13:15:22.845473+00,https://player.vimeo.com/video/438893680,"Hip opening, Heart opening, Strength building.",,,50-Minute Vinyasa Yoga | A Flow For The Ages by The Fold Online,"Experience a 50-min Vinyasa Yoga class, A Flow For The Ages. Enjoy a balanced flow with crow poses, subtle body shifts, and a 10-min savasana to end your practice. Join The Fold Online.",false,true
178c924f-1fcd-4f41-93f1-3adc70cc83ee,Calling In The Slow,A melodic serenade to the awakening of the side waist. A gentle reminder of the qualities of the breath and how they can direct our practice into the slow lane where we can bear witness to so much.,30,,635a6b74-a5e3-4c10-a801-e46083dc4dbf,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/cover-Calling-In-The-Slow.jpg,2025-03-13 13:15:26.213336+00,2025-03-13 13:15:26.213336+00,https://player.vimeo.com/video/644987487,"Side waist awakening, Embodied movement, Hip opening",,,Women's Slow Flow Class | Calling In The Slow,"Join this women's slow flow class with Alice, embracing the art of ""Calling In The Slow"" as you explore gentle movements and breath awareness.",false,false
180fd0ac-6c4f-424f-88ab-4d0426cf60bf,Side Lying Glutes Work,This class focusses on side lying work to strengthen the glutes and hamstrings whilst promoting range of motion and flexibility.,30,,e47f3da7-00fe-47eb-ac53-3245adb5963f,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/Side-lying-glutes-work.jpg,2025-03-13 13:15:30.34297+00,2025-03-13 13:15:30.34297+00,https://player.vimeo.com/video/919798172,"Flow, Glutes, Hip Mobility",,,Pilates Class - Side Lying Glutes Work With Pascale,This pilates class focusses on side lying work to strengthen the glutes and hamstrings whilst promoting range of motion and flexibility.,false,false
19225436-e404-481f-adaf-9044e644bb77,All Over Glow,"Looking for a kickstart to your morning? Look no further! This pilates sequence has you covered with cardio, ebbs and flow of high intensity to slow burns to work and overload the muscle, so that they repair and grow stronger, leaner and longer. You will leave this class feeling balanced and refreshed with an all over glow (read:sweat) Ball and band can be used throughout this class but not essential. Erin will be offering progressions and regressions.",30,,c8792748-d6ee-43ec-8328-2a348930c221,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/Cover-all-over-glow-2.jpg,2025-03-13 13:15:24.364029+00,2025-03-13 13:15:24.364029+00,https://player.vimeo.com/video/516555638,"All over body Burn, Cardio, High Intensity",,,25min Pilates Class | All Over Glow By Erin Brooks,"Kickstart your morning with Erin Brooks' 25min Pilates class. Experience high-intensity cardio, slow burns, and muscle strengthening for an all-over glow. Suitable for all levels, with optional use of ball and band.",false,false
19255a63-f9f7-4b7a-882f-95eba44014fe,Relax and receive,End of a long day? Let’s prepare for a good nights rest with this practice.Luxuriate in long hold hip openers and empty the mind in soothing forward folds.Beginner friendly.,40,,635a6b74-a5e3-4c10-a801-e46083dc4dbf,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/Relax-And-Receive-350x350-1.jpg,2025-03-13 13:15:20.806558+00,2025-03-13 13:15:20.806558+00,https://player.vimeo.com/video/401866316,"Release, Soothe, Relax",,,Relax and Receive | The Fold Online,"Women, wind down after a long day with Relax and Receive by Thefold Online. Prepare for a restful night with long hold hip openers and soothing forward folds. Beginner friendly.",false,false
194972da-6ef6-4b21-abb3-aee50768b272,Yoga For Empowerment,"This energising yoga flow is all about empowerment. This practice is a reminder to take up space and have confidence in who you are and your offering to the world. When you are your own unique self, you also empower others to shine their light. We will focus on finding power and balance in the legs and opening our hearts. Expect lots of fun bow shapes.",40,,7ef137dd-c914-4928-8ab8-cd9b3c93dc47,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/yoga_flow_for_empowerment-Cover.jpg,2025-03-13 13:15:27.805696+00,2025-03-13 13:15:27.805696+00,https://player.vimeo.com/video/813928350,"Flow, Heart Opening, Chapasana",,,Yoga For Empowerment - The Fold Online,"Join Yoga For Empowerment on The Fold Online. This energizing flow builds confidence and reminds you to take up space. Focus on leg power, heart opening, and fun bow shapes.",false,false
19b5d2f7-1ba6-4002-9bcc-b4268e6f1fc1,Ignite Your Upper Body,Ignite Your Upper Body & A short all levels upper body blast using a Theraband. If you do not have a Theraband handy the practice can be done with arm weights or light dumbbells instead.,10,,c8792748-d6ee-43ec-8328-2a348930c221,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/cover-Ignite-Your-Upper-Body.jpg,2025-03-13 13:15:26.255139+00,2025-03-13 13:15:26.255139+00,https://player.vimeo.com/video/643896423,"Upper Body, Strength",,,Women's Pilates Class | Ignite Your Upper Body | The Fold Online,"Ignite Your Upper Body with this women's Pilates class. Use a Theraband, arm weights, or light dumbbells to strengthen and tone your upper body effectively.",false,false
19f11b5a-0049-431e-aed5-1d0b79d17378,All about Abs,"– Abs. Abs. Abs as far as the eyes can see with a sprinkling of lower body love.Hard and fast pilates class, we get straight to the point, and get our sweat on.",20,,c8792748-d6ee-43ec-8328-2a348930c221,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/Cover-All-about-abs.jpg,2025-03-13 13:15:24.323259+00,2025-03-13 13:15:24.323259+00,https://player.vimeo.com/video/516555156,"Obliques, Transverse Abdominis",,,Women's Pilates Abs Class | All About Abs with Erin Brooks,Join Erin Brooks for a hardcore Pilates session focused on sculpting your abs and showing some love to your lower body. Get ready to sweat!,true,false
1c38bf42-d96d-4816-835f-74018a60cca3,Glow Up,"An energy shot for the body.  Weaving the foundations of Sun Salutations with prone extension and heart opening.  Need a natural energy boost, here you are.",20,,635a6b74-a5e3-4c10-a801-e46083dc4dbf,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/glow-up.jpg,2025-03-13 13:15:22.477996+00,2025-03-13 13:15:22.477996+00,https://player.vimeo.com/video/426210962,"Heat building, Backbending, Sun Salutes",,,Glow Up for Women | The Fold Online,"Experience Glow Up for Women by Thefold Online, an energy shot for your body. Weave Sun Salutations with prone extension and heart opening",false,false
